Kilom√©trage,Prix,Cluster
37888.0,23599.0,0
24605.0,19499.0,0
4975.0,27999.0,1
67493.0,13999.0,2
65165.0,25699.0,1
59916.0,16199.0,2
8262.0,15999.0,0
62350.0,27499.0,1
24535.0,24099.0,1
123480.0,15999.0,2
17039.0,20999.0,0
19435.0,10999.0,0
90833.0,16499.0,2
62690.0,9499.0,2
115103.0,19299.0,2
5210.0,27999.0,1
11550.0,10999.0,0
10123.0,12999.0,0
56220.0,14999.0,0
63390.0,13299.0,2
44746.0,17699.0,0
136790.0,17999.0,2
24841.0,21999.0,0
85949.0,11499.0,2
32550.0,20999.0,0
54288.0,23699.0,0
19796.0,33199.0,1
80.0,28999.0,1
59665.0,28499.0,1
24693.0,19999.0,0
47800.0,23499.0,0
6695.0,14499.0,0
79545.0,18999.0,2
12515.0,20799.0,0
64824.0,15499.0,2
10.0,32499.0,1
35256.0,29699.0,1
10962.0,25899.0,1
10604.0,11999.0,0
49680.0,15999.0,0
17530.0,20699.0,0
73890.0,23499.0,2
92700.0,13399.0,2
76005.0,21299.0,2
14056.0,23699.0,1
67430.0,18999.0,2
88200.0,21699.0,2
59031.0,14799.0,2
43905.0,29999.0,1
25703.0,10499.0,0
3767.0,24999.0,1
68177.0,16799.0,2
6820.0,20499.0,0
52960.0,16999.0,0
2760.0,29999.0,1
18950.0,19499.0,0
48430.0,18999.0,0
25891.0,20799.0,0
85015.0,29499.0,1
86211.0,12499.0,2
89230.0,13499.0,2
30598.0,27699.0,1
16920.0,22999.0,0
119551.0,21699.0,2
6116.0,14799.0,0
99051.0,13999.0,2
44812.0,29999.0,1
12525.0,29999.0,1
5700.0,22499.0,0
24306.0,21499.0,0
86425.0,18499.0,2
110040.0,12499.0,2
97734.0,15999.0,2
115125.0,16999.0,2
17445.0,30799.0,1
84275.0,14799.0,2
55500.0,24999.0,1
13079.0,24999.0,1
33315.0,23499.0,0
75425.0,8499.0,2
45556.0,18499.0,0
96100.0,13499.0,2
50544.0,19699.0,0
115406.0,21799.0,2
3778.0,37999.0,1
19908.0,19999.0,0
111592.0,12699.0,2
3673.0,27399.0,1
116114.0,15999.0,2
98414.0,8999.0,2
84018.0,11999.0,2
8830.0,31899.0,1
45329.0,15999.0,0
109716.0,12799.0,2
17887.0,10999.0,0
53163.0,18299.0,0
18397.0,19799.0,0
37512.0,23999.0,0
51760.0,12799.0,0
114325.0,12799.0,2
103203.0,17699.0,2
961.0,27499.0,1
53523.0,15499.0,0
63124.0,21999.0,0
14320.0,31299.0,1
3079.0,16999.0,0
26280.0,18799.0,0
12119.0,18499.0,0
45750.0,24999.0,1
80975.0,13999.0,2
2660.0,23999.0,1
7741.0,26199.0,1
26873.0,20999.0,0
86292.0,17299.0,2
84519.0,18499.0,2
23691.0,25999.0,1
4035.0,20999.0,0
106805.0,15999.0,2
30163.0,27399.0,1
25605.0,23499.0,0
18016.0,12499.0,0
61999.0,15299.0,2
91164.0,15999.0,2
106063.0,16499.0,2
47845.0,20099.0,0
78726.0,20799.0,2
17641.0,23699.0,1
25105.0,18499.0,0
83968.0,15499.0,2
36353.0,21499.0,0
10805.0,11199.0,0
88330.0,12999.0,2
6350.0,24899.0,1
81050.0,17499.0,2
25979.0,23199.0,0
38744.0,20899.0,0
30952.0,10299.0,0
7445.0,11699.0,0
42285.0,21999.0,0
81970.0,19499.0,2
62372.0,17299.0,2
68510.0,17999.0,2
26498.0,26999.0,1
103029.0,13999.0,2
9900.0,24399.0,1
19125.0,17499.0,0
84230.0,27999.0,2
21737.0,12999.0,0
33602.0,18099.0,0
104100.0,20999.0,2
32479.0,19799.0,0
34999.0,27699.0,1
3069.0,25499.0,1
63573.0,13999.0,2
31509.0,12599.0,0
71262.0,19599.0,2
5016.0,24999.0,1
42644.0,24199.0,0
44792.0,23499.0,0
90379.0,14999.0,2
25267.0,24899.0,1
39257.0,22999.0,0
2622.0,21499.0,0
60918.0,23099.0,0
8820.0,34599.0,1
72257.0,26999.0,1
16156.0,29999.0,1
54575.0,20999.0,0
78259.0,20099.0,2
339.0,29899.0,1
7083.0,17999.0,0
38117.0,18499.0,0
3017.0,24999.0,1
9990.0,24999.0,1
21344.0,19999.0,0
83191.0,17199.0,2
24510.0,26999.0,1
75462.0,21499.0,2
21785.0,11999.0,0
12799.0,15999.0,0
95779.0,16799.0,2
27665.0,20499.0,0
16662.0,11299.0,0
72385.0,25099.0,2
62222.0,13999.0,2
65100.0,13299.0,2
45552.0,17999.0,0
50586.0,20899.0,0
17502.0,19999.0,0
30165.0,20299.0,0
83620.0,13999.0,2
49562.0,17999.0,0
27490.0,26999.0,1
68015.0,15499.0,2
74299.0,21599.0,2
81400.0,9299.0,2
35795.0,27899.0,1
66852.0,19499.0,2
19489.0,25099.0,1
37208.0,12999.0,0
15861.0,23399.0,0
19942.0,20999.0,0
22295.0,24999.0,1
117346.0,20599.0,2
48526.0,19999.0,0
100430.0,11999.0,2
8450.0,31499.0,1
106355.0,17999.0,2
22940.0,36899.0,1
82926.0,13599.0,2
41890.0,18499.0,0
120213.0,11999.0,2
19786.0,29999.0,1
42620.0,18999.0,0
31457.0,20999.0,0
67110.0,25999.0,1
43050.0,18999.0,0
76595.0,17399.0,2
40608.0,22499.0,0
20787.0,26099.0,1
17937.0,11499.0,0
58560.0,24999.0,0
59350.0,16999.0,0
28736.0,23899.0,0
5379.0,27399.0,1
70240.0,15499.0,2
34747.0,18999.0,0
19675.0,30999.0,1
64758.0,16499.0,2
112730.0,11299.0,2
29343.0,19999.0,0
34034.0,23899.0,0
13314.0,26999.0,1
18624.0,24999.0,1
68214.0,19499.0,2
24025.0,11399.0,0
32625.0,32499.0,1
44040.0,23499.0,0
14096.0,31299.0,1
14990.0,11799.0,0
23252.0,10599.0,0
95293.0,17499.0,2
50823.0,24299.0,0
65895.0,14499.0,2
14529.0,27999.0,1
93606.0,15999.0,2
113195.0,19499.0,2
65377.0,11599.0,2
10800.0,26799.0,1
28436.0,20999.0,0
55559.0,18799.0,0
13914.0,28799.0,1
29736.0,12499.0,0
34480.0,29999.0,1
56645.0,17499.0,0
38975.0,17599.0,0
28815.0,32699.0,1
27985.0,11499.0,0
102818.0,11299.0,2
64800.0,22499.0,0
77149.0,17999.0,2
24515.0,19999.0,0
18460.0,20499.0,0
14500.0,19999.0,0
20245.0,20499.0,0
66554.0,13999.0,2
18955.0,33999.0,1
27841.0,24899.0,1
40105.0,19999.0,0
51280.0,25499.0,1
7100.0,33999.0,1
48165.0,25499.0,1
35105.0,21999.0,0
97490.0,12499.0,2
116160.0,16999.0,2
32200.0,53399.0,1
83181.0,15399.0,2
92723.0,20499.0,2
70.0,34099.0,1
33895.0,28799.0,1
64221.0,16099.0,2
34125.0,11999.0,0
82487.0,13999.0,2
52862.0,24999.0,1
39320.0,17499.0,0
10.0,26499.0,1
72806.0,19699.0,2
45618.0,20799.0,0
102691.0,10999.0,2
36483.0,19499.0,0
97890.0,15499.0,2
42110.0,20499.0,0
61445.0,22499.0,0
63439.0,23099.0,0
12237.0,16299.0,0
103451.0,13999.0,2
69845.0,28999.0,1
41029.0,14699.0,0
100945.0,12999.0,2
46667.0,17499.0,0
83405.0,21499.0,2
8.0,24999.0,1
25363.0,19999.0,0
11280.0,30999.0,1
75834.0,29499.0,1
57921.0,13999.0,2
87831.0,14299.0,2
23856.0,9299.0,0
76926.0,13499.0,2
65135.0,11499.0,2
98458.0,13499.0,2
90449.0,14299.0,2
110910.0,13999.0,2
25986.0,53399.0,1
54516.0,12499.0,0
12615.0,30999.0,1
64844.0,24999.0,0
13374.0,16799.0,0
10571.0,17299.0,0
60575.0,24999.0,0
67718.0,21999.0,2
29600.0,28999.0,1
88832.0,16499.0,2
43670.0,28099.0,1
68035.0,23499.0,2
10.0,44299.0,1
38876.0,16999.0,0
63387.0,34999.0,1
62718.0,10999.0,2
20941.0,22999.0,0
40122.0,10499.0,0
66756.0,16999.0,2
60949.0,19099.0,0
72101.0,16499.0,2
19061.0,12799.0,0
23856.0,28999.0,1
110235.0,16499.0,2
69890.0,10999.0,2
97516.0,14799.0,2
19406.0,19399.0,0
10657.0,25999.0,1
118630.0,14999.0,2
73628.0,14499.0,2
52211.0,27099.0,1
27312.0,33499.0,1
59690.0,18999.0,0
12635.0,28599.0,1
15870.0,15499.0,0
22092.0,36499.0,1
61730.0,21499.0,0
28176.0,25899.0,1
59791.0,13999.0,2
35706.0,23999.0,0
29809.0,27399.0,1
15650.0,24999.0,1
80630.0,14299.0,2
40865.0,32999.0,1
76682.0,14499.0,2
80759.0,16499.0,2
48780.0,15999.0,0
106470.0,13799.0,2
7823.0,30499.0,1
95532.0,19999.0,2
99363.0,19999.0,2
33018.0,20499.0,0
18013.0,29699.0,1
63352.0,29499.0,1
19518.0,22999.0,0
51088.0,24999.0,1
31279.0,26499.0,1
22250.0,25999.0,1
59325.0,18499.0,0
120475.0,13999.0,2
77850.0,14999.0,2
51005.0,14999.0,0
29017.0,28499.0,1
46635.0,20499.0,0
24815.0,22999.0,0
9869.0,17999.0,0
124533.0,17499.0,2
93002.0,11799.0,2
5013.0,36999.0,1
119213.0,19699.0,2
81685.0,17499.0,2
83498.0,23999.0,2
13088.0,27499.0,1
50002.0,25299.0,1
119531.0,15999.0,2
15061.0,17999.0,0
16730.0,30199.0,1
32087.0,32199.0,1
76334.0,19999.0,2
85045.0,11499.0,2
73726.0,19199.0,2
14021.0,30999.0,1
33692.0,25499.0,1
71862.0,15199.0,2
91334.0,18799.0,2
80786.0,26499.0,2
42635.0,16999.0,0
11853.0,29999.0,1
98131.0,15999.0,2
35780.0,23099.0,0
50889.0,25999.0,1
88425.0,16999.0,2
66427.0,20499.0,2
19875.0,20599.0,0
82080.0,22999.0,2
59340.0,17999.0,0
24940.0,25399.0,1
650.0,28499.0,1
106912.0,16999.0,2
18170.0,18999.0,0
920.0,19999.0,0
98573.0,16999.0,2
50472.0,14299.0,0
133678.0,27999.0,2
104026.0,26799.0,2
85925.0,20999.0,2
22555.0,27599.0,1
22500.0,27399.0,1
41434.0,18999.0,0
43900.0,20499.0,0
10723.0,17499.0,0
22673.0,25799.0,1
13745.0,34899.0,1
20486.0,25999.0,1
13733.0,25299.0,1
109548.0,23999.0,2
36383.0,15999.0,0
120215.0,15499.0,2
45494.0,15499.0,0
106445.0,11999.0,2
100691.0,19999.0,2
85555.0,22399.0,2
26720.0,35799.0,1
15410.0,22899.0,0
22665.0,21999.0,0
129450.0,9999.0,2
103147.0,12499.0,2
106093.0,12999.0,2
72608.0,13999.0,2
53696.0,38999.0,1
12959.0,35999.0,1
49960.0,23999.0,0
44863.0,25799.0,1
22839.0,24999.0,1
47715.0,33999.0,1
123253.0,11499.0,2
129163.0,11699.0,2
18277.0,27999.0,1
24260.0,27599.0,1
97902.0,18999.0,2
10.0,24699.0,1
72607.0,19999.0,2
17155.0,34999.0,1
42706.0,21999.0,0
122819.0,22499.0,2
20996.0,16199.0,0
13063.0,28599.0,1
95598.0,22499.0,2
14211.0,37799.0,1
16177.0,26499.0,1
64251.0,22499.0,0
9343.0,21799.0,0
112865.0,12999.0,2
6040.0,12999.0,0
37011.0,20999.0,0
104255.0,11999.0,2
59430.0,25799.0,1
35344.0,21999.0,0
83340.0,10999.0,2
29102.0,24999.0,1
65684.0,15999.0,2
48294.0,23999.0,0
58658.0,21999.0,0
22403.0,9999.0,0
58846.0,15899.0,0
107281.0,18499.0,2
55150.0,22999.0,0
104395.0,12999.0,2
35044.0,21199.0,0
26220.0,21699.0,0
50049.0,27499.0,1
52725.0,13999.0,0
29250.0,42499.0,1
61874.0,27699.0,1
50042.0,13999.0,0
22573.0,17799.0,0
56913.0,27899.0,1
47689.0,21899.0,0
19745.0,22499.0,0
47363.0,23099.0,0
8410.0,21999.0,0
99823.0,10799.0,2
19556.0,25399.0,1
34083.0,21199.0,0
10473.0,21799.0,0
57530.0,22999.0,0
114530.0,9999.0,2
10880.0,17999.0,0
85852.0,29999.0,1
71842.0,14999.0,2
9000.0,38499.0,1
23993.0,17999.0,0
28640.0,22199.0,0
92600.0,23999.0,2
61015.0,19499.0,0
28707.0,26299.0,1
93186.0,21499.0,2
31987.0,35999.0,1
36172.0,25999.0,1
16617.0,29999.0,1
105955.0,10799.0,2
92925.0,27999.0,2
67845.0,21999.0,2
21886.0,22999.0,0
15730.0,22499.0,0
112315.0,29999.0,2
65380.0,24499.0,0
28260.0,25399.0,1
68027.0,13799.0,2
86361.0,15999.0,2
26349.0,24999.0,1
85885.0,17299.0,2
50663.0,22899.0,0
58305.0,14299.0,2
100558.0,18999.0,2
69772.0,24999.0,2
114626.0,13499.0,2
9599.0,19699.0,0
22005.0,34199.0,1
62055.0,21999.0,0
64463.0,40099.0,1
24125.0,24999.0,1
27505.0,10299.0,0
95580.0,15499.0,2
15630.0,36799.0,1
17685.0,22499.0,0
47866.0,19799.0,0
73357.0,39799.0,1
35213.0,20999.0,0
31150.0,34599.0,1
30587.0,36599.0,1
45904.0,16299.0,0
5555.0,29499.0,1
37599.0,30799.0,1
16577.0,28999.0,1
43346.0,22999.0,0
20720.0,20999.0,0
110165.0,16999.0,2
79230.0,29999.0,1
103525.0,16999.0,2
10046.0,24499.0,1
66732.0,35199.0,1
19831.0,37299.0,1
21802.0,22199.0,0
68132.0,9999.0,2
56967.0,23999.0,0
2934.0,30999.0,1
141050.0,21999.0,2
52261.0,31999.0,1
39661.0,21299.0,0
61483.0,24499.0,0
47278.0,32999.0,1
115440.0,24499.0,2
129711.0,23499.0,2
130716.0,11299.0,2
51130.0,19999.0,0
144260.0,9599.0,2
24751.0,21499.0,0
25703.0,34499.0,1
61425.0,22499.0,0
15694.0,19499.0,0
33821.0,14299.0,0
105292.0,12499.0,2
127262.0,17999.0,2
64564.0,27699.0,1
54898.0,25999.0,1
89964.0,18499.0,2
16167.0,26999.0,1
35840.0,29999.0,1
21940.0,34499.0,1
124006.0,11499.0,2
62945.0,24599.0,0
24299.0,10499.0,0
77343.0,18499.0,2
34652.0,27399.0,1
10.0,23999.0,1
22693.0,21999.0,0
13841.0,24999.0,1
9595.0,24499.0,1
3101.0,29999.0,1
95561.0,10899.0,2
810.0,26999.0,1
117394.0,12299.0,2
30941.0,29999.0,1
74380.0,15499.0,2
77458.0,20299.0,2
15953.0,28999.0,1
114976.0,14999.0,2
78780.0,15999.0,2
118762.0,21699.0,2
38378.0,31499.0,1
13572.0,14999.0,0
33917.0,18999.0,0
53423.0,21999.0,0
81862.0,14499.0,2
94149.0,15899.0,2
100256.0,18499.0,2
114474.0,21499.0,2
88706.0,16499.0,2
44910.0,15999.0,0
11470.0,38699.0,1
61075.0,23999.0,0
102886.0,12999.0,2
110730.0,13499.0,2
103571.0,15499.0,2
56925.0,23099.0,0
67275.0,28999.0,1
25511.0,9999.0,0
7593.0,26499.0,1
108502.0,18999.0,2
26531.0,31499.0,1
11672.0,19999.0,0
59668.0,27999.0,1
79146.0,12699.0,2
21910.0,15999.0,0
35490.0,16499.0,0
38539.0,24999.0,1
3693.0,25399.0,1
73388.0,9999.0,2
106015.0,49999.0,1
108856.0,15999.0,2
28605.0,33499.0,1
61427.0,15699.0,2
29115.0,21999.0,0
13140.0,16799.0,0
10.0,34499.0,1
102797.0,19999.0,2
101992.0,26499.0,2
17902.0,19799.0,0
117320.0,8999.0,2
120271.0,14999.0,2
27267.0,14899.0,0
107377.0,20999.0,2
71031.0,14499.0,2
12312.0,15499.0,0
42460.0,22999.0,0
75880.0,17799.0,2
27104.0,32999.0,1
13690.0,39499.0,1
3965.0,16499.0,0
25744.0,43099.0,1
17593.0,10899.0,0
72441.0,27699.0,1
76915.0,14999.0,2
12322.0,21999.0,0
33089.0,11999.0,0
74870.0,20999.0,2
82259.0,9499.0,2
47830.0,32099.0,1
12827.0,34999.0,1
30223.0,15599.0,0
43951.0,11299.0,0
24494.0,36899.0,1
15.0,24999.0,1
63840.0,10599.0,2
114870.0,12499.0,2
35263.0,25399.0,1
32415.0,34299.0,1
9332.0,40999.0,1
13030.0,49399.0,1
52895.0,13999.0,0
56782.0,14299.0,0
75830.0,19299.0,2
27463.0,14499.0,0
20640.0,36199.0,1
1990.0,36899.0,1
113681.0,21937.0,2
43055.0,23299.0,0
56839.0,25399.0,1
78080.0,15999.0,2
78477.0,14599.0,2
59963.0,10299.0,2
16263.0,11799.0,0
68909.0,22999.0,2
43875.0,23299.0,0
92400.0,14699.0,2
42205.0,28499.0,1
45630.0,22999.0,0
16827.0,14499.0,0
55551.0,10299.0,2
36347.0,25499.0,1
12330.0,25999.0,1
27800.0,27399.0,1
20236.0,33499.0,1
89966.0,22999.0,2
58159.0,28099.0,1
62393.0,13999.0,2
45132.0,29999.0,1
77675.0,9999.0,2
82271.0,14999.0,2
15295.0,30999.0,1
89870.0,15299.0,2
64513.0,36999.0,1
26320.0,30999.0,1
85238.0,21599.0,2
18390.0,30599.0,1
18615.0,22999.0,0
71135.0,27999.0,1
14702.0,36999.0,1
12857.0,24999.0,1
26750.0,33999.0,1
26480.0,30999.0,1
29609.0,22299.0,0
9985.0,32899.0,1
89215.0,16999.0,2
22900.0,31199.0,1
17160.0,35399.0,1
29765.0,13999.0,0
19217.0,30799.0,1
108115.0,11199.0,2
24725.0,40299.0,1
104815.0,18999.0,2
25117.0,14999.0,0
39970.0,14199.0,0
28175.0,15499.0,0
56642.0,29999.0,1
104073.0,11899.0,2
84548.0,18499.0,2
79040.0,11299.0,2
50676.0,12027.0,0
45617.0,36099.0,1
113072.0,17299.0,2
312.0,18399.0,0
69250.0,13099.0,2
5475.0,9499.0,0
12440.0,42199.0,1
114472.0,10999.0,2
101630.0,13499.0,2
26359.0,18499.0,0
86286.0,18499.0,2
50500.0,23999.0,0
101834.0,34099.0,1
44759.0,10999.0,0
65610.0,36999.0,1
74839.0,21499.0,2
46688.0,26599.0,1
44831.0,22499.0,0
29867.0,11999.0,0
143221.0,11999.0,2
30295.0,17999.0,0
28845.0,33999.0,1
25033.0,31099.0,1
14920.0,20999.0,0
19754.0,27999.0,1
72095.0,21999.0,2
12756.0,21499.0,0
67658.0,13199.0,2
83680.0,10999.0,2
9780.0,28999.0,1
23776.0,21999.0,0
95329.0,27999.0,2
26243.0,24999.0,1
